"Date","Price","Open","High","Low","Vol.","Change %"
"12/18/2015","327.87","327.84","330.92","326.92","1.19B","-0.71%"
"12/17/2015","330.22","325.85","330.22","325.62","1.47B","1.79%"
"12/16/2015","324.42","323.62","325.22","321.87","1.24B","1.54%"
"12/15/2015","319.50","320.16","322.76","319.50","1.05B","0.40%"
"12/14/2015","318.23","319.07","319.85","316.31","1.12B","-1.15%"
"12/11/2015","321.94","326.14","328.46","321.62","1.17B","-1.24%"
"12/10/2015","325.99","325.65","326.57","322.75","1.20B","-0.08%"
"12/09/2015","326.25","330.34","331.13","326.25","1.18B","-1.35%"
"12/08/2015","330.73","333.93","334.53","329.98","1.19B","-1.13%"
"12/07/2015","334.52","332.82","336.86","332.82","1.22B","0.99%"
"12/04/2015","331.24","331.15","332.26","328.96","1.11B","-0.48%"
"12/03/2015","332.85","331.22","334.18","330.40","1.20B","-0.02%"
"12/02/2015","332.92","333.53","334.10","331.75","1.21B","0.11%"
"12/01/2015","332.54","328.02","332.54","326.84","1.13B","2.08%"
"11/30/2015","325.77","325.04","325.77","322.20","1.52B","-0.70%"
"11/27/2015","328.05","332.27","332.89","327.81","812.53M","-1.14%"
"11/26/2015","331.84","328.91","332.46","328.64","940.70M","1.20%"
"11/25/2015","327.92","328.49","329.26","326.14","987.73M","-0.04%"
"11/24/2015","328.06","331.19","332.25","328.06","944.07M","-1.19%"
"11/23/2015","332.00","331.80","332.57","330.08","932.24M","0.22%"
"11/20/2015","331.26","330.86","331.82","329.92","922.67M","0.09%"
"11/19/2015","330.95","327.42","330.95","326.76","992.44M","1.73%"
"11/18/2015","325.32","328.93","329.71","324.65","987.57M","-0.85%"
"11/17/2015","328.11","326.10","330.01","326.10","1.03B","1.94%"
"11/16/2015","321.86","320.59","322.51","319.07","950.63M","-0.40%"
"11/13/2015","323.15","325.47","328.29","323.15","942.77M","-1.15%"
"11/12/2015","326.92","326.99","328.85","324.37","912.89M","0.28%"
"11/11/2015","326.00","332.36","332.90","326.00","1.15B","-1.80%"
"11/10/2015","331.99","334.20","334.20","331.39","1.01B","-1.07%"
"11/09/2015","335.58","337.77","339.84","334.54","1.07B","-0.48%"
"11/06/2015","337.20","344.05","344.34","336.39","1.34B","-1.76%"
"11/05/2015","343.23","343.66","344.55","342.44","1.28B","-0.09%"
"11/04/2015","343.55","339.31","343.99","339.06","1.49B","2.06%"
"11/03/2015","336.60","334.30","337.25","334.18","1.20B","1.19%"
"11/02/2015","332.63","331.48","332.63","328.76","951.93M","0.88%"
"10/30/2015","329.72","330.88","331.21","327.33","1.15B","-0.17%"
"10/29/2015","330.28","335.02","336.00","330.28","1.19B","-1.07%"
"10/28/2015","333.84","333.96","336.00","332.31","1.05B","-0.46%"
"10/27/2015","335.39","335.90","337.19","333.61","1.07B","-0.61%"
"10/26/2015","337.44","335.82","337.44","335.79","969.80M","1.06%"
"10/23/2015","333.91","334.77","337.06","333.20","1.10B","0.77%"
"10/22/2015","331.35","330.31","332.48","330.31","924.94M","0.18%"
"10/21/2015","330.75","333.42","334.19","329.62","1.23B","-0.60%"
"10/20/2015","332.73","333.11","333.44","331.19","1.12B","0.21%"
"10/19/2015","332.02","333.65","334.40","330.58","970.15M","-0.13%"
"10/16/2015","332.46","332.09","333.09","330.92","1.27B","-0.18%"
"10/15/2015","333.06","332.38","335.32","332.38","1.27B","1.10%"
"10/14/2015","329.42","329.72","330.93","328.77","1.21B","-0.37%"
"10/13/2015","330.65","331.03","331.19","328.52","937.63M","-0.14%"
"10/12/2015","331.10","328.73","331.16","328.47","1.06B","1.36%"
"10/08/2015","326.65","329.52","330.47","325.72","1.10B","-0.20%"
"10/07/2015","327.29","323.84","327.29","323.45","1.15B","1.21%"
"10/06/2015","323.37","325.41","327.62","323.02","1.28B","0.40%"
"10/05/2015","322.09","322.73","323.49","320.75","1.14B","0.34%"
"10/02/2015","321.00","320.48","321.68","318.53","1.00B","-0.02%"
"10/01/2015","321.05","317.47","321.79","316.24","964.34M","1.48%"
"09/30/2015","316.37","312.09","316.55","310.68","1.06B","0.95%"
"09/25/2015","313.38","312.58","314.17","309.45","813.21M","0.42%"
"09/24/2015","312.08","316.48","318.05","310.85","1.18B","-0.73%"
"09/23/2015","314.36","319.50","319.50","314.36","1.07B","-2.48%"
"09/22/2015","322.35","321.80","322.86","321.05","976.96M","0.55%"
"09/21/2015","320.58","324.58","324.58","319.67","998.55M","-2.01%"
"09/18/2015","327.15","324.67","327.48","323.99","1.24B","0.49%"
"09/17/2015","325.57","324.24","326.50","324.22","1.29B","1.10%"
"09/16/2015","322.02","320.77","322.61","319.97","1.13B","1.19%"
"09/15/2015","318.24","322.24","322.36","317.11","973.97M","-1.04%"
"09/14/2015","321.57","322.47","324.13","319.48","1.09B","0.20%"
"09/11/2015","320.93","318.45","321.21","317.29","1.17B","0.95%"
"09/10/2015","317.90","318.53","319.02","316.70","1.21B","-0.91%"
"09/09/2015","320.83","313.36","321.11","313.36","1.66B","4.14%"
"09/08/2015","308.09","307.29","309.51","306.96","936.61M","0.43%"
"09/07/2015","306.76","307.48","310.21","305.56","943.47M","-0.32%"
"09/04/2015","307.76","312.20","314.09","306.96","1.62B","-1.47%"
"09/03/2015","312.36","311.22","312.42","309.12","1.65B","0.83%"
"09/02/2015","309.80","306.25","310.96","304.51","1.29B","0.45%"
"09/01/2015","308.40","312.26","312.63","307.49","1.27B","-1.97%"
"08/31/2015","314.59","308.39","314.59","305.46","1.53B","2.28%"
"08/28/2015","307.57","305.66","308.95","305.66","1.49B","2.31%"
"08/27/2015","300.63","298.33","302.09","298.14","1.46B","1.83%"
"08/26/2015","295.24","294.09","297.46","290.45","1.35B","-0.49%"
"08/25/2015","296.70","285.12","296.89","283.38","1.67B","4.55%"
"08/24/2015","283.79","294.26","294.26","275.91","2.03B","-4.43%"
"08/21/2015","296.96","303.00","303.38","296.96","1.41B","-3.35%"
"08/20/2015","307.25","306.40","308.85","304.31","1.02B","0.01%"
"08/19/2015","307.23","313.46","313.65","305.41","1.35B","-1.77%"
"08/18/2015","312.76","313.38","315.79","312.12","958.42M","0.33%"
"08/17/2015","311.74","315.96","315.96","311.72","858.90M","-1.43%"
"08/14/2015","316.26","318.34","318.89","315.29","983.36M","-0.68%"
"08/13/2015","318.42","316.15","318.76","315.48","1.12B","0.98%"
"08/12/2015","315.34","316.79","317.98","313.75","1.06B","-0.93%"
"08/11/2015","318.31","323.15","325.21","318.27","1.19B","0.06%"
"08/10/2015","318.13","316.75","319.05","313.36","945.79M","-0.26%"
"08/07/2015","318.96","316.27","319.49","314.77","1.03B","0.17%"
"08/06/2015","318.43","323.83","324.21","316.01","1.27B","-1.16%"
"08/05/2015","322.17","321.36","323.52","320.06","1.13B","0.04%"
"08/04/2015","322.04","324.86","326.52","318.41","1.41B","-0.68%"
"08/03/2015","324.24","330.54","330.54","323.86","1.08B","-2.44%"
"07/31/2015","332.36","333.13","333.65","329.75","1.21B","0.30%"
"07/30/2015","331.36","328.31","333.66","328.31","1.21B","1.02%"
"07/29/2015","328.01","329.38","331.00","325.84","1.27B","-0.33%"
"07/28/2015","329.09","326.67","331.28","326.19","1.29B","0.99%"
"07/27/2015","325.88","333.00","334.19","325.88","1.40B","-2.75%"
"07/24/2015","335.10","337.43","337.97","333.86","1.02B","-0.28%"
"07/23/2015","336.04","341.06","342.20","334.87","1.34B","-2.32%"
"07/22/2015","344.02","345.60","346.25","343.12","1.03B","-1.39%"
"07/21/2015","348.88","348.49","349.16","345.65","1.05B","0.57%"
"07/20/2015","346.91","351.71","353.32","345.82","1.08B","-0.79%"
"07/17/2015","349.68","350.67","351.92","348.83","972.82M","0.09%"
"07/16/2015","349.37","351.47","352.26","348.19","959.98M","-0.35%"
"07/15/2015","350.59","352.36","353.19","349.32","1.02B","-0.25%"
"07/14/2015","351.48","353.08","356.06","351.48","1.29B","-0.14%"
"07/13/2015","351.99","348.56","352.85","348.56","1.21B","1.31%"
"07/10/2015","347.43","343.45","348.44","340.34","1.44M","0.00%"
"07/09/2015","347.43","343.45","348.44","340.34","1.44B","-0.69%"
"07/08/2015","349.85","359.95","360.12","348.43","1.80B","-3.10%"
"07/07/2015","361.06","363.11","365.18","360.73","1.13B","-0.26%"
"07/06/2015","362.00","364.15","366.11","362.00","928.52M","-1.25%"
"07/03/2015","366.57","366.42","366.86","362.94","877.09M","-0.06%"
"07/02/2015","366.80","366.63","368.12","366.04","985.29M","-0.02%"
"07/01/2015","366.88","363.26","368.31","362.95","973.44M","0.94%"
"06/30/2015","363.47","360.13","363.47","359.24","1.00B","0.85%"
"06/29/2015","360.39","365.40","365.40","359.76","1.10B","-2.94%"
"06/26/2015","371.32","372.52","373.03","370.69","959.02M","-0.31%"
"06/25/2015","372.47","369.52","373.38","369.50","1.27B","1.04%"
"06/24/2015","368.63","368.74","369.65","367.49","1.07B","-0.06%"
"06/23/2015","368.85","368.04","370.92","368.04","1.07B","0.66%"
"06/22/2015","366.42","363.37","368.15","363.37","1.05B","1.18%"
"06/18/2015","362.13","360.59","363.76","360.59","975.96M","0.43%"
"06/17/2015","360.59","360.80","362.62","359.60","1.05B","0.29%"
"06/16/2015","359.55","361.99","361.99","357.99","870.76M","-0.53%"
"06/15/2015","361.48","363.25","364.22","361.06","799.85M","-0.51%"
"06/12/2015","363.33","362.98","364.52","360.92","936.22M","0.11%"
"06/11/2015","362.93","363.15","364.44","360.43","1.16B","0.48%"
"06/10/2015","361.21","360.70","363.51","360.70","1.26B","1.02%"
"06/09/2015","357.56","364.30","365.33","357.56","1.67B","-2.07%"
"06/08/2015","365.12","365.16","367.40","361.76","1.16B","-0.19%"
"06/05/2015","365.81","365.18","367.30","362.62","1.42B","-0.25%"
"06/04/2015","366.73","374.02","374.69","365.54","1.59B","-2.23%"
"06/03/2015","375.10","376.73","378.48","374.86","1.25B","-0.50%"
"06/02/2015","376.97","377.38","379.09","375.99","1.15B","-0.21%"
"06/01/2015","377.77","381.09","381.09","376.08","1.04B","-1.01%"
"05/29/2015","381.64","382.78","383.77","381.12","1.41B","-0.09%"
"05/28/2015","381.97","382.23","383.48","381.29","1.33B","0.73%"
"05/27/2015","379.22","378.24","380.49","377.63","1.23B","0.07%"
"05/26/2015","378.97","380.60","381.77","378.59","853.66M","0.08%"
"05/25/2015","378.66","378.17","379.53","376.17","868.77M","0.44%"
"05/22/2015","377.01","375.79","379.21","375.79","1.30B","0.64%"
"05/21/2015","374.63","375.82","375.82","372.50","993.48M","-0.65%"
"05/20/2015","377.10","377.64","378.12","376.11","1.17B","-0.06%"
"05/19/2015","377.34","373.29","377.94","373.13","1.35B","1.19%"
"05/18/2015","372.92","373.53","374.08","371.22","1.12B","0.22%"
"05/15/2015","372.11","374.34","374.75","371.18","915.28M","-0.14%"
"05/14/2015","372.64","376.05","376.82","372.38","1.03B","-0.84%"
"05/13/2015","375.79","372.85","376.66","372.60","1.10B","0.99%"
"05/12/2015","372.09","371.68","374.02","370.41","1.24B","-0.41%"
"05/11/2015","373.64","378.02","379.05","371.92","1.28B","-0.26%"
"05/08/2015","374.62","375.94","377.52","374.62","1.05B","-0.31%"
"05/07/2015","375.80","377.30","377.72","375.53","1.06B","-0.81%"
"05/06/2015","378.87","376.48","380.00","375.71","1.16B","0.12%"
"05/05/2015","378.40","379.80","379.94","377.03","1.06B","-0.35%"
"05/04/2015","379.74","380.41","380.70","377.91","975.58M","0.12%"
"04/30/2015","379.28","379.53","381.44","378.99","1.15B","-0.34%"
"04/29/2015","380.58","385.51","385.60","380.23","1.21B","-1.71%"
"04/28/2015","387.20","391.29","392.02","386.07","1.08B","-0.61%"
"04/27/2015","389.58","390.25","392.09","388.37","1.16B","0.14%"
"04/24/2015","389.05","385.07","390.73","384.99","1.55B","1.65%"
"04/23/2015","382.73","379.22","383.44","379.22","1.28B","1.61%"
"04/22/2015","376.66","374.05","378.04","374.05","1.19B","1.00%"
"04/21/2015","372.92","374.11","376.62","372.40","1.29B","-0.36%"
"04/20/2015","374.27","373.77","375.72","372.48","1.12B","-0.20%"
"04/17/2015","375.03","376.95","377.52","374.99","1.14B","-1.37%"
"04/16/2015","380.25","377.15","380.25","377.15","1.20B","1.47%"
"04/15/2015","374.74","378.87","380.08","373.49","1.25B","-1.36%"
"04/14/2015","379.89","380.07","381.29","379.35","1.07M","-0.41%"
"04/13/2015","381.46","379.83","381.60","379.57","961.96K","0.47%"
"04/10/2015","379.69","380.49","381.26","378.07","1.10M","0.74%"
"04/09/2015","376.91","379.31","381.72","376.77","1.12M","-0.29%"
"04/08/2015","378.00","382.90","382.96","377.61","1.15M","-1.22%"
"04/07/2015","382.66","382.60","383.84","381.66","1.09M","0.18%"
"04/02/2015","381.97","379.25","383.37","379.25","1.10M","1.15%"
"04/01/2015","377.64","380.19","380.19","377.38","1.05M","-0.80%"
"03/31/2015","380.69","380.55","381.67","377.77","1.25M","0.71%"
"03/30/2015","378.00","379.27","380.31","377.28","1.06M","0.03%"
"03/27/2015","377.90","382.81","384.23","377.90","1.33M","-1.69%"
"03/26/2015","384.40","383.73","385.41","381.80","1.38M","-1.32%"
"03/25/2015","389.53","392.74","393.32","388.63","1.22M","-0.66%"
"03/24/2015","392.10","393.80","394.33","391.05","1.19M","-0.39%"
"03/23/2015","393.65","393.76","394.84","392.44","1.37M","0.18%"
"03/20/2015","392.94","390.13","392.94","390.11","1.59M","0.27%"
"03/19/2015","391.88","388.59","392.88","388.59","1.48M","0.98%"
"03/18/2015","388.06","384.56","388.31","384.10","1.28M","1.37%"
"03/17/2015","382.80","383.51","386.60","382.80","1.23M","0.42%"
"03/16/2015","381.21","385.36","385.64","381.21","1.12M","-1.06%"
"03/13/2015","385.30","385.56","387.09","385.21","1.21M","0.10%"
"03/12/2015","384.90","382.85","386.03","382.73","1.52M","0.72%"
"03/11/2015","382.16","380.74","384.46","379.45","1.28M","-0.10%"
"03/10/2015","382.54","383.92","384.85","381.87","1.27M","-0.39%"
"03/09/2015","384.04","386.78","386.78","383.45","1.18M","-1.10%"
"03/06/2015","388.33","386.44","388.60","385.55","1.40M","0.25%"
"03/05/2015","387.35","387.63","388.35","384.98","1.17M","-0.01%"
"03/04/2015","387.40","386.27","388.26","385.18","1.22M","0.20%"
"03/03/2015","386.63","387.07","387.75","384.30","1.18M","0.27%"
"03/02/2015","385.60","388.94","390.44","385.02","1.40M","-0.16%"
"02/26/2015","386.23","389.31","389.43","385.63","1.18M","-0.98%"
"02/25/2015","390.04","387.27","390.04","387.27","1.29M","1.11%"
"02/24/2015","385.76","384.18","387.00","384.18","1.32M","1.06%"
"02/13/2015","381.72","380.68","382.60","380.68","892.85K","0.35%"
"02/12/2015","380.39","380.65","380.74","378.11","935.99K","0.44%"
"02/11/2015","378.71","376.35","379.95","376.35","1.25M","1.31%"
"02/10/2015","373.81","374.74","375.69","373.40","959.27K","-0.66%"
"02/09/2015","376.29","377.73","378.03","375.62","850.18K","-0.32%"
"02/06/2015","377.50","381.66","381.66","377.30","891.39K","-0.93%"
"02/05/2015","381.03","381.48","381.86","378.99","878.82K","-0.14%"
"02/04/2015","381.55","380.43","382.45","380.43","1.21M","0.63%"
"02/03/2015","379.16","376.44","379.43","376.03","1.06M","0.83%"
"02/02/2015","376.05","375.58","377.25","374.24","1.02M","0.25%"
"01/30/2015","375.12","380.43","380.93","375.12","1.32M","-0.98%"
"01/29/2015","378.82","381.37","382.03","377.94","1.14M","-1.22%"
"01/28/2015","383.50","382.98","383.74","381.52","1.15M","-0.07%"
"01/27/2015","383.76","383.17","384.15","381.39","1.21M","0.54%"
"01/26/2015","381.68","380.74","381.68","378.87","1.18M","0.34%"
"01/23/2015","380.39","377.23","380.39","377.23","1.53M","1.64%"
"01/22/2015","374.24","373.61","375.36","373.13","1.52M","0.46%"
"01/21/2015","372.54","371.74","373.24","370.99","1.52M","0.70%"
"01/20/2015","369.94","367.35","370.13","366.44","1.20M","0.88%"
"01/19/2015","366.73","367.56","369.71","365.30","1.28M","0.48%"
"01/16/2015","364.99","370.06","370.63","364.22","1.68M","0.24%"
"01/15/2015","364.13","365.61","366.85","363.69","1.49M","-0.04%"
"01/14/2015","364.27","366.35","366.80","363.31","1.43M","-0.56%"
"01/13/2015","366.33","364.18","367.73","364.12","1.28M","0.25%"
"01/12/2015","365.43","366.37","368.41","365.38","1.46M","-0.50%"
"01/09/2015","367.25","369.37","370.91","367.25","1.61M","-0.68%"
"01/08/2015","369.75","366.48","370.07","366.48","1.69M","1.94%"
"01/07/2015","362.71","360.57","363.82","360.43","1.38M","0.65%"
"01/06/2015","360.37","367.38","367.38","360.02","1.59M","-2.69%"
"01/05/2015","370.33","369.55","370.33","365.88","1.51M","0.00%"
"12/31/2014","370.33","368.45","370.33","367.74","867.57K","0.37%"
"12/30/2014","368.98","370.38","371.94","368.45","1.18M","-0.17%"
"12/29/2014","369.62","366.08","370.84","366.08","1.40M","0.97%"
"12/27/2014","366.07","366.42","366.64","364.92","803.41K","0.02%"
"12/26/2014","366.00","364.32","366.00","363.17","1.01M","0.68%"
"12/25/2014","363.54","364.51","365.37","363.29","1.16M","-0.32%"
"12/24/2014","364.70","361.46","364.73","361.46","1.54M","0.76%"
"12/23/2014","361.95","364.25","364.90","361.56","1.07M","-0.24%"
"12/22/2014","362.81","359.58","363.07","358.86","1.23M","1.29%"
"12/19/2014","358.20","357.76","360.31","355.85","1.36M","1.63%"
"12/18/2014","352.47","353.99","355.52","352.47","1.15M","0.62%"
"12/17/2014","350.30","355.22","355.43","350.22","1.26M","-1.33%"
"12/16/2014","355.03","356.64","358.76","355.03","1.12M","-0.82%"
"12/15/2014","357.96","356.64","358.25","355.31","1.00M","-0.17%"
"12/12/2014","358.57","358.55","360.70","358.35","993.59K","0.37%"
"12/11/2014","357.25","356.23","358.91","355.22","1.02M","-0.06%"
"12/10/2014","357.48","360.88","362.64","357.05","1.24M","-1.06%"
"12/09/2014","361.30","362.71","363.36","361.20","1.05M","-0.60%"
"12/08/2014","363.47","366.56","367.24","363.23","1.21M","-0.52%"
"12/05/2014","365.36","367.19","368.23","365.14","1.28M","-0.59%"
"12/04/2014","367.53","367.04","368.96","366.10","1.60M","0.70%"
"12/03/2014","364.99","361.09","366.09","360.11","1.61M","1.50%"
"12/02/2014","359.59","362.55","362.81","359.02","1.09M","-1.18%"
"12/01/2014","363.88","358.55","365.69","357.46","1.02M","-0.43%"
"11/28/2014","365.46","364.62","366.43","364.37","923.64K","0.23%"
"11/27/2014","364.63","364.25","367.28","364.25","1.13M","0.60%"
"11/26/2014","362.45","361.86","363.19","361.23","1.03M","0.21%"
"11/25/2014","361.69","361.00","362.88","360.09","1.10M","0.24%"
"11/24/2014","360.81","363.65","364.45","360.21","1.06M","-0.03%"
"11/21/2014","360.93","361.13","361.24","359.13","1.18M","0.39%"
"11/20/2014","359.52","355.20","359.52","355.20","1.31M","1.61%"
"11/19/2014","353.82","350.54","355.06","349.84","1.17M","1.57%"
"11/18/2014","348.35","352.87","353.50","347.26","1.21M","-0.87%"
"11/17/2014","351.39","356.66","357.63","351.39","988.45K","-1.16%"
"11/14/2014","355.52","355.75","355.95","354.03","995.41K","0.17%"
"11/13/2014","354.93","353.72","355.40","352.75","902.46K","0.85%"
"11/12/2014","351.94","356.30","356.30","351.15","1.10M","-1.11%"
"11/11/2014","355.89","357.75","357.91","355.11","1.25M","-0.17%"
"11/10/2014","356.51","352.69","356.85","352.48","1.16M","1.60%"
"11/07/2014","350.88","348.60","351.53","348.16","1.05M","0.53%"
"11/06/2014","349.04","353.07","353.65","348.58","1.07M","-1.03%"
"11/05/2014","352.69","354.84","355.33","351.94","984.77K","-0.44%"
"11/04/2014","354.25","355.89","356.31","353.48","1.06M","-0.03%"
"11/03/2014","354.36","354.33","355.93","353.01","1.32M","0.64%"
"10/31/2014","352.10","348.56","352.10","347.27","1.29M","1.20%"
"10/30/2014","347.93","348.80","349.10","346.32","1.34M","-0.37%"
"10/29/2014","349.21","346.11","349.62","346.11","1.38M","1.52%"
"10/28/2014","343.97","342.22","344.59","342.10","1.01M","1.45%"
"10/27/2014","339.07","341.09","341.87","337.98","863.83K","-0.07%"
"10/24/2014","339.31","343.54","344.11","338.82","871.41K","-1.06%"
"10/23/2014","342.94","343.80","344.53","342.25","826.81K","-0.39%"
